"node_id"	"level1_id"	"level1_name"	"level2_id"	"level2_name"	"level3_id"	"level3_name"	"level4_id"	"level4_name"	"level5_id"	"level5_name"	"full_path"
"55294"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"51251"	"Payment & Transactions"	"55294"	"Additional_PIC"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Payment & Transactions > Additional_PIC"
"55299"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"51251"	"Payment & Transactions"	"55299"	"BFH"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Payment & Transactions > BFH"
"55400"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"51251"	"Payment & Transactions"	"55400"	"DLV"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Payment & Transactions > DLV"
"55985"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"51251"	"Payment & Transactions"	"55985"	"DDC"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Payment & Transactions > DDC"
"56028"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"56028"	"Trade & Treasury"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Trade & Treasury"
"56029"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"56028"	"Trade & Treasury"	"56029"	"TF"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Trade & Treasury > TF"
"58309"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"56028"	"Trade & Treasury"	"58309"	"Additional_TF"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1 > Trade & Treasury > Additional_TF"
"58349"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"N/A"	"N/A"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2"
"59041"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59041"	"Branch & COPs Mgt"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Branch & COPs Mgt"
"59042"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59041"	"Branch & COPs Mgt"	"59042"	"SI"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Branch & COPs Mgt > SI"
"59733"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD"
"59734"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"59734"	"CASA"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD > CASA"
"70481"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"70481"	"LQM"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD > LQM"
"71006"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"71006"	"Core Management"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Core Management"
"71007"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"71006"	"Core Management"	"71007"	"Relationship Pricing (RP)"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Core Management > Relationship Pricing (RP)"
"71198"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"71006"	"Core Management"	"71198"	"Nostro Reconciliation (NR)"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Core Management > Nostro Reconciliation (NR)"
"71424"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"71424"	"Trade and Treasury"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Trade and Treasury"
"71425"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"71424"	"Trade and Treasury"	"71425"	"TFPM"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Trade and Treasury > TFPM"
"73242"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59041"	"Branch & COPs Mgt"	"73242"	"OBBRN"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Branch & COPs Mgt > OBBRN"
"75101"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"75101"	"TD"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD > TD"
"77146"	"1"	"FUCTIONAL TESTING"	"141655"	"TBD"	"147578"	"CORE MANAGEMENT"	"77146"	"BASE Others"	"N/A"	"N/A"	"FUCTIONAL TESTING > TBD > CORE MANAGEMENT > BASE Others"
"77511"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"77511"	"BATCH 1"	"N/A"	"N/A"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 1"
"77512"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"77512"	"CASA_1"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD > CASA_1"
"77513"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"77513"	"CASA_2"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD > CASA_2"
"77514"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"59733"	"CASA & TD"	"77514"	"TD_2"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > CASA & TD > TD_2"
"81610"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"81610"	"Lending"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Lending"
"81611"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"81610"	"Lending"	"81611"	"Syndication"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Lending > Syndication"
"81612"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"58349"	"BATCH 2"	"81610"	"Lending"	"81612"	"Overdraft"	"FUCTIONAL TESTING > CYCLE 1 > BATCH 2 > Lending > Overdraft"
"83391"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"N/A"	"N/A"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial"
"83392"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"83392"	"BASE CHARGES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > BASE CHARGES"
"93859"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"93859"	"IC CHARGES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > IC CHARGES"
"95226"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"95226"	"OBTF CHARGES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > OBTF CHARGES"
"95227"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"95227"	"CARD FEES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > CARD FEES"
"95228"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"95228"	"OBBRN CHARGES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > OBBRN CHARGES"
"99481"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"99481"	"OBPM CHARGES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > OBPM CHARGES"
"99482"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"99482"	"SI CHARGES"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > SI CHARGES"
"99483"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"99483"	"CHEQUE"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > CHEQUE"
"99484"	"1"	"FUCTIONAL TESTING"	"147577"	"CYCLE 3"	"83391"	"Financial"	"99484"	"GOV. LEVY"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 3 > Financial > GOV. LEVY"
"106588"	"1"	"FUCTIONAL TESTING"	"106588"	"CYCLE 1"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 1"
"106589"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 2"
"106591"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"N/A"	"N/A"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION"
"106592"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106592"	"BRANCH & COPs MGT"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > BRANCH & COPs MGT"
"106593"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106593"	"CASA & TD"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > CASA & TD"
"106594"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106594"	"CORE MANAGEMENT"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > CORE MANAGEMENT"
"106595"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106595"	"TRADE & TREASURY"	"N/A"	"N/A"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > TRADE & TREASURY"
"106596"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106592"	"BRANCH & COPs MGT"	"106596"	"SI"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > BRANCH & COPs MGT > SI"
"106597"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106592"	"BRANCH & COPs MGT"	"106597"	"OBBRN"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > BRANCH & COPs MGT > OBBRN"
"106598"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106593"	"CASA & TD"	"106598"	"CASA"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > CASA & TD > CASA"
"106599"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106593"	"CASA & TD"	"106599"	"LQM"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > CASA & TD > LQM"
"106600"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106593"	"CASA & TD"	"106600"	"TD"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > CASA & TD > TD"
"106601"	"1"	"FUCTIONAL TESTING"	"106589"	"CYCLE 2"	"106591"	"C1/B2 RETEST & VERIFICATION"	"106594"	"CORE MANAGEMENT"	"106601"	"RELATIONSHIP PRICING"	"FUCTIONAL TESTING > CYCLE 2 > C1/B2 RETEST & VERIFICATION > CORE MANAGEMENT > RELATIONSHIP PRICING"
